Node;Stake;;;247424142.6
Allnodes / Sly Seahorse;38780.71;;;
NodeID-BYwDFtBnr9GCqXEpspXbYBLDgN2N7Kvpm;38635.56;;;
Coinbase Cloud / Coinbase Cloud Public Validator;38400;;;
NodeID-KQvbFjGxgnCXrdh7CShNEj4gcuvU97c3Q;37762.23;;;
cryptonote.social / c.s ;37650;;;
NodeID-6anRg13mVkUeZmpjf2Mm41sug56BH7Jof;37529.24;;;
NodeID-GhUSE8wcdouEgd3xeCvmYhmevkdNetfXk;37322.19;;;
NodeID-7rE4BjdFpwUk2igXEeauKaZT8mCjkt9Hs;36625.84;;;
NodeID-J3hSnidWXiVhw5byxdgvEwy2ewoUsWYzK;34965.37;;;
NodeID-EsEPWtpufYKngPEhSnJH5ofiSegQSxLcy;34333.39;;;
Chorus One;34280.42;;;
NodeID-5RuEXmu7SJpf8bwuY17UpMpoEsGZRWnuj;34146.57;;;
NodeID-Lga7mB6EfqgSJv4VTPaUwDjEtq6utiNQH;33751.46;;;
CederNet Node;33198.09;;;
NodeID-7ciXBVhiTyiymkqVdXqwdERrijz68k5YP;33004.33;;;
NodeID-EtDwJYgMnGtCY8E93KN5McTLbtDDEzQ9g;32401.24;;;
NodeID-KC9tasJTftYR2SYdNcPRF6XJGng6gBYcw;32299.43;;;
NodeID-6LRbs1K2iPGmhn1EBbX8u2udyPbUt5S5x;31767.39;;;
NodeID-Mf3rZ5w3aEtM1bzRBwFqhZYZMwks6FYF5;30949.64;;;
NodeID-8DATrHc26qgbZRascenqWbNfBA7g8zG3w;30810.63;;;
NodeID-KLiUDfG672VocEHwbAwGxxFdCHovg1Zp5;30215.74;;;
NodeID-VT3YhgFaWEzy4Ap937qMeNEDscCammzG;30005;;;
TasMania / TasMania 2;29616.09;;;
NodeID-BvpPGydG4inQCbkwRZ3nPMp1zAGToUTxz;29475.19;;;
NodeID-F4BRUiwRgtSYGdSfysx8z1HhKKZZdairq;28149.96;;;
NodeID-Mn2isVXFR85bfjMHPM1DT8EY8wig7YhTW;27500;;;
NodeID-P4vmDd3jMeY5VgdQrXbKikSw2BMcSzHVY;27079.31;;;
NodeID-Lp887ddQT84DG8ub2kfu19RuzAJKzriSu;26985.88;;;
NodeID-DFUyhAzXyYi3TUaQYBvm5cezyEaREeSYB;26940.36;;;
Jaa / Mew;26920.22;;;
NodeID-ERqtQoJiza7yxV6eE7hW3FvEE4fW3ngyw;26899;;;
NodeID-KkZX7xaSAUZ2sGBwpGWLSfLRER4pzR8Fs;26034.4;;;
VII;25400;;;
Allnodes / Savage Goldfinch;25383.08;;;
NodeID-L6MwdnCDs69eZBXJJZ4jw4ZHW3CyZahyK;25325;;;
NodeID-C6fd6GFYMnbD44LpZR6AuddMDRXTvR5Nn;25000;;;
NodeID-GHomCXMMRTSPRZrrxEULYPFHHXEhb7qvY;24858.43;;;
NodeID-7ULxX37k6SSaTX3oF5RdrxL9r5aGZu75M;24164.26;;;
NodeID-6w8NN8PeYXnpxojbo73BUUXq6tDmV6hzr;24024.04;;;
NodeID-NJZWC8HxGtLkxjQk5F9KSG44WC3gCm8a9;23871.63;;;
NodeID-LTM3DRAzRtWoWHVtB58s5CohXKYexiqVp;23602.82;;;
Allnodes / Large Crocodile;23429.27;;;
NodeID-2eBu8RjbvCFTZMcxu1oh2oKtfHT7V4zyM;23390.39;;;
NodeID-4sdTVB59mtXepPnFRZGdCJ7UP7r7KUFhW;22985.22;;;
NodeID-TzsHrNrY8qaAkg9MPAmJd7LfzCUDjvzi;21920.44;;;
NodeID-AvYo16nRcdMuFmsEps6STb7faiRoCRgHx;21897.09;;;
NodeID-5PxpmHkfB3gNh3spZWuzEKis3DJ8WKxLt;21875.72;;;
NodeID-JkjTJNKyJwjEfxdfgQhvrUuf9x3ovpQBs;21645.11;;;
NodeID-6FWuMoDyCe1gsmeQj2RsGBmYv1hoGUbzs;20994.29;;;
NodeID-LipfGbsoMMiq4M4XXCTYu8jrE8Cry;20963.24;;;
NodeID-FHGwnPLGdU3FBzbwnhayx1sDjxiiyb9sD;20656;;;
NodeID-AdSMHubbQcGeJYMcY9nufaieoYjh57uzp;20317.97;;;
NodeID-76GDFDnZW2ihXCsum843HEDmrvcVuMDZ5;20107.75;;;
NodeID-i9uQjR8P5Wzd1wTLeALkZ2oXqKjMKQbs;20005;;;
NodeID-EpU1DGKMMvDRtag9u9G7uwZHRsJF5NodL;20000;;;
NodeID-3FhRFK6UxSfMED5EkK7jZT84pFZy9f17D;19997.89;;;
NodeID-7sTpQZFCZVzhLTugv8PKhNE8tdQ394LRo;19909.56;;;
NodeID-HEgtwtVGrfBtM5id9kFVFd5gpBiCX8NwZ;19573.81;;;
NodeID-G2QLjCA9S7nb8EKNHGNnGAn5G66nTbYzK;19285;;;
NodeID-M6JKUiqqfA45c1ZBzj7qRptVfZbYJ83y2;19114.64;;;
NodeID-z3rX3CnWLi5KBXQ8nVB4W8NnLNdUBcPD;19000;;;
Allnodes / Funny Octopus;18626.75;;;
NodeID-LJBZ5j8beyjdcnVdNk5fwtThNn4LokYpV;18604;;;
Ankr / Ankr02;18271.13;;;
Allnodes / Thievish Meerkat;17635.16;;;
NodeID-ACMpxS8rnwkAA4JfCUm4vNoWQaznNCqGV;17484.19;;;
NodeID-6eRhQYJdXsrHqWmRqyUoTUoScosRLuiCZ;17326.04;;;
NodeID-6aZ3KyGBPTcn6NF9K2jpvxTjhhDjks3Ev;17232.74;;;
NodeID-FKt2LtT1x1P8n2VQ4PeaAPt6gBRLcmQkU;17201.45;;;
NodeID-CeaG1icxFWcMkTzsqQjpwt82nePJrk5gZ;17196.97;;;
NodeID-L8Lm8ipAKXdQM9Z6gfT6wqnA4sHXywHU5;17012.21;;;
NodeID-JFMBphfETbxfarEkQBHw1RSpfoFhdhUSR;16978.23;;;
NodeID-KJfoYJrDRXdmLaaaaRMjNbNKAwqSj3pWT;16809.19;;;
NodeID-6rjd7h5dPJwVEytA9zm86ZBfqEfBuSjKi;16807;;;
NodeID-DURbWL2uihCGio2uxzvym3qPy4YdTQGy3;16499.29;;;
NodeID-LRZj1hzPVyxyC5BK5uUmiDy8LmAY9mWCj;16397.72;;;
NodeID-8e56qLz5wyBwLpsxSdTsTXAM5ZMrtNYm1;16292.46;;;
NodeID-N5sEQsg9jrMUQhSwfZJaxzRqycSdMyWbu;15925.52;;;
NodeID-8hgUHRTZiM4oEDCsfTV76XfSYiocLHaYQ;15836.6;;;
NodeID-94CDXgCTFRPKPDmK55UcfG8KqVQfy4QsV;15748.9;;;
Allnodes / Heavy Peafowl;15715;;;
NodeID-78AgRS12yGaHvUHGWosSCg6E3NQW3ToEF;15706.71;;;
NodeID-3kGMSCRnasr5CjsgNm1D8FbZnY4C5iNRE;15502.35;;;
NodeID-AuqWFe8yzJxPgaZShBZpa3AhEnKT8SmEk;15189.96;;;
Allnodes / Pert Wolf;14809.63;;;
NodeID-HuX48ot5DUFy5zvYdCaBmuxUf7P6oduUh;14596.43;;;
NodeID-9diNHpdevyHjLt948A1ZLfmdqRRvjcgBe;14505.43;;;
NodeID-4fMYp1bs9zH6JkQC8fowceNe81yR13CZu;14215.76;;;
Allnodes / Sly Seahorse;14192.55;;;
Allnodes / Pert Chameleon;13998.22;;;
Allnodes / Tirannical Gorilla;13990;;;
NodeID-EbCJw8FTX9h54G8RNGtyrL5JnD62ixmE7;13609.45;;;
Allnodes / Proud Whale;12882.07;;;
NodeID-72VBCaJrN7UqM1tQLjfhTuXwoGUxPCUvz;12828.53;;;
NodeID-71taHoSLZsm1Aqe4spXKJvNXw3o7982Hz;12600.21;;;
Dilbertt;12496.93;;;
Max Yield Staking / 2% Staking;12375.61;;;
NodeID-MrGm83LnY7pRQCQz9mG5TTpRWSBgNhDr;12350.15;;;
vestedstake.com;12202.76;;;
NodeID-PaSvEqWq5ZESHSuNGTZeQL6sybzsQzoZ5;12138.36;;;
NodeID-6J3LY7ojkK7WCZzmArvxEozaESDMb42hX;11937.24;;;
NodeID-E1c6FEFavQ1RiaNARpxGx4sWnXAGh2YHN;11902.13;;;
fs0c1ety / fs0;11700.33;;;
NodeID-BRRp1FdWN4PepbmQNUksWPsRJaZ1mFP7q;11696.29;;;
Codelink / Room40;11579.05;;;
Allnodes / Cute Hummingbird;11529.18;;;
Oyden / Snowman;11505.89;;;
NodeID-6tFZuxRu7t4SGkWuAiNvUJy9pMTsZt4sC;11430.24;;;
NodeID-GsftLcaaxzoc6FRXMe1S1Rdqm7rq3CKQb;11304.05;;;
NodeID-NSngpSyxjXz3ErfjsFoc6CpfVPLxApJen;11247.77;;;
Allnodes / ToNio le chauve qui boit du mauvais rhum;11110;;;
NodeID-JWRFL3w3x2xjxYZGun74vRjNofTw4Gpd5;11050;;;
NodeID-JGjHvyUTJVeCEPiNeLGdiZieFyx6wZYZT;10943.56;;;
NodeID-8WvUBZyrk6XyF7pvcg3NJZk8jtJGi1W9G;10896.06;;;
NodeID-ChjgtCzFxwhCYQGsUzGHUUTi9nFYrLsXh;10599.83;;;
NodeID-5HFD1MWdssEth5WNboxY8LkY6EENwLfmP;10522.8;;;
NodeID-4V2KBeNd58jdBXej3ohL8E5d1bNTTp4tT;10511.95;;;
TamilChain;10189.57;;;
Allnodes / Predatory Octopus;10005;;;
NodeID-6FSSZuuLEZ4sHJZGfpY4Wuz8M3qnK6ec5;10005;;;
Allnodes / Crouching Leopard;10000;;;
Allnodes / Allnodes??2;9998.25;;;
Allnodes / Large Ibis;9995;;;
Allnodes / Allnodes??1;9987.37;;;
Everstake;9956.81;;;
NodeID-BV4rWj5AXy9sitixa8Y5ZpLGCKhu2c6Ma;9793.38;;;
Defi Kingdoms / Urja;9751.88;;;
NodeID-P5q5numCvCNo6GmD8vhDqq1tU25Yok4Ky;9739.97;;;
Allnodes / Sneaky Pelican;9705.84;;;
NodeID-AFtmZMo4p7AZVenJtT9D2Tbk1od5mrJge;9693.95;;;
NodeID-3PJY4Rpb5BRR3xSUvuU5Dj3cyHcAmzfjD;9622.12;;;
NodeID-JDS6pq6tZxZxePaDc77TvrmNnY5HBUNX4;9620.42;;;
Allnodes / Shaggy Cormorant;9593.6;;;
NodeID-6oBNaAUr67MFY9Gtu4eis7bsGY1RswvAR;9450.26;;;
NodeID-1JZW5ZTiUmUioMEXV5fYLVpVZwBAJwc8;9444.76;;;
NodeID-LKPvVELtRehiZPQo3aSWuch123JpA7H48;9302.76;;;
NodeID-MGJcpxBEXDn2Yk94uTXQwxgmYtuX6Ky99;9300;;;
NodeID-BqtSwNPmkfSi5W3Zz7CRffeLmYrUYuEmJ;9295.9;;;
Allnodes / Frisky Worm;9222.31;;;
NodeID-9dhM1zG3atcKhiwhjRHZEEsvYBNM9wj6;9195.13;;;
Vicenode / OrionDeimos;9090.86;;;
NodeID-6QD1KNQkx6wj142Tv6demd3FYbghQvCM2;9069.58;;;
NodeID-4btZGj8TmrycK22kwgBK5wJEFighAFWiZ;8990;;;
NodeID-5aQHgP4cTuyentoPz9KK3y2anCBYyG7tG;8891.18;;;
All Nodes / Gentle Reindeer;8855.21;;;
NodeID-28ttF2hG5kLDPP9bsryQ7xJAVVgnicFzH;8764.72;;;
NodeID-8TXq3f5WiXqZuyQWF3Sa7ncoW3YRRaevh;8699.92;;;
NodeID-Js3ahWihoTLJWTrWzpth9mttniJNuyoki;8555.38;;;
Allnodes / Martial Badger;8511.91;;;
NodeID-Ffh3UfBYLouumUQgGuFbSTBbD5wLXn7xG;8372.01;;;
NodeID-APLSFg8Fs5Nf5WyF7LqEdx5jVZb5pnMRY;8356.5;;;
NodeID-3pSYSkZy99npP3NS1UfES7beUM1y84EjP;8199.54;;;
NodeID-9oP7KmQjtxi7rK5GKmRXFNuNpPmr2vzfw;8156.9;;;
NodeID-4wfnHavdidc1uWiX7XhodFuy6ebhec55N;8155.14;;;
NodeID-F8VWioW7dC64159mMhswhzpkHxnB34cjS;8111.43;;;
NodeID-4N3nrq5A5gGDdVHAtu6HerKWeoZQqJAae;8086;;;
NodeID-4S23jqYCu3UVaNWYj4b2k4wLUpk6M2Qm9;7994.7;;;
NodeID-GxUaibkyR88sErviW2WK3ukDJsT3DFpoU;7940.07;;;
NodeID-JXT4uEeTEuFcEEgRZYFusfRm8c5iH3rqj;7862.17;;;
NodeID-F1qvuNMn9XBXSjv9iWyyMGfV2PQ2Na7KM;7781.3;;;
Polkachu;7743.82;;;
NodeID-La6E2YrNp7V3jKkSfXQKp4BjDJMjmo7v;7740.69;;;
NodeID-NJdfYQ8NUzA3TBU1eN3YaCzu7m65uat1s;7688.49;;;
NodeID-DubFcCS6jJHDXhpBZiK3uh9e3KM527ejq;7682.28;;;
NodeID-NJEMjhox1bgchkroL1E7cHz876fb9fi9;7605.61;;;
DragonStake / Doggy Elon;7595.81;;;
Allnodes / Flexible Boar;7586.34;;;
NodeID-FKGhEFYnHUdFadoR2ePvdTTM5Sz8tgjHp;7534.91;;;
Regenerator AVA1;7525;;;
Allnodes / Cheerful Turaco;7414.91;;;
NodeID-Aua1pVxQsWLvTTf8bNVw2ZCA2NfogNqiE;7348.56;;;
default / The poor's node project;7219.45;;;
NodeID-CL3N5kkR7HsmVtKavcuofwQGgMNjppY4N;7207.66;;;
METHEUS / Gummi;7170.68;;;
NodeID-Dbf2zdJeUXfi3bFzmjhJTSgyME2o8iEaY;7165.5;;;
NodeID-MAg11ijmoZunT94rEdvxhmQToJzgH4bYj;7158.17;;;
NodeID-2Q8DS1hgPgsaMB1y8VqmxeworYJ2h2Ubt;7140.19;;;
NodeID-Csjk2fvz46pcvk1NxUyo731TXEvYGFFqZ;7129;;;
NodeID-LAk2MapcDFFxS7HZ9KeuwxPhdCD3YtZDm;7078.12;;;
NodeID-NM4TqtwBrzwpE957MoUitfrZtqv7Qp8tH;7025;;;
Allnodes / Dominant Tamarin;6990.26;;;
NodeID-GMoxCucPFt2LPSpTh5hPbDPAp71fiV648;6958.6;;;
NodeID-LG2NYC4RxxzCG4zFGWoAwSo4U8mjMux1f;6949.51;;;
StakingDEX / secp256k1;6912.77;;;
NodeID-NaGEfmLttvK5r93aqaoxLKoADVcs2HASy;6779.53;;;
NodeID-PmJQ7UjZo5db9XL494EbbEufAbYxqWswU;6744.87;;;
NodeID-7XrrK8iL25SJfWrrkyz3gZSo2t5iEadvL;6742.13;;;
NodeID-jz1mR5zZukizoZEZ1Wa17h18Kou1Rfzt;6582.17;;;
NodeID-AacEcF52pED15Kid1ZGFBAi2iorRme8jn;6581.56;;;
NodeID-QBowbP1jz8zA86CtSzRwsFsxr5q1rY6pB;6541.38;;;
NodeID-BJTip339hEcVzpgyNqzERhfjMc6sUFabj;6448.51;;;
NodeID-7JhqADAwFJK76paa3ZdPCzcRnJsQiQ9NN;6433.57;;;
NodeID-MvaTEF23GZ2EoY2ngBkkJT3Vz4eHV8Ubr;6419.86;;;
Shifty Cheetah;6418;;;
Allnodes / Slow Lion;6382;;;
METHEUS / Crepe;6302.55;;;
NodeID-GrdNhWZHBdMZKF9xWAjGMqMqGieSkmnSX;6292.64;;;
NodeID-643Sjdbh4n7krQXPSNbSK491xfVbh3hqy;6248.49;;;
NodeID-76aM6YLahpfsYn2RkKaKeqVVuRsksV7PV;6192.47;;;
NodeID-P5hTsAQgfSLJumMDVDK2773U4gjyPtYnr;6175.16;;;
NodeID-HampaaUVCoGtR32oic9Jx1rFE4zqK6ZWB;6158.39;;;
Allnodes / Thievish Hippopotamus;6131.87;;;
NodeID-3Krnc5Evt7EsPL7c8B6WsfqssrxF3wzok;6105.81;;;
NodeID-4SvFyvJPHPYvkMnJqBaNcwr5yuU8sCsem;6081.72;;;
Allnodes / Independent Rhinoceros;6068.42;;;
NodeID-2UXMFjdXTw96iQHNL23PxH2hcLJUxnWic;6061.49;;;
McJigs;6057.91;;;
NodeID-PMGyPdRXPKRPRiWXAqR3XqbAHke2gNDUe;6010.83;;;
NodeID-DLwFM6gfY5wWfHHMf5tC1NjttQqxZq7gr;6000;;;
NodeID-6rtV2pPKXyf2Ek7nWnmuzdiXvk2Ma3ynn;5965;;;
NodeID-Pv5X1dBk1wfZJwRqm8Aj9QecxvA87r31j;5888.52;;;
NodeID-MMemzZih83vtU6TRK5oiJt6bJpNSWm1uE;5824.21;;;
NodeID-GPPLU2WvZ9jJyu8sS8CxfVokmAsKTB35v;5791.21;;;
NodeID-6mRmWBQmMyFzSD75SJzjx4VmToenpMt5u;5775.27;;;
NodeID-AFnD2mSUo1cB9HSMxGT9hQREHX6V2aCmm;5756.42;;;
NodeID-FEUSZzFmjF2JyrniKXksGfRjkQUH5R4eH;5736.55;;;
NodeID-HTG7W4VHoGJBUTip1gKXzXGtEBhiW1DXT;5715.91;;;
4SV.io / Summer;5694.75;;;
NodeID-DceQxAzA4nCGFm9BKa1PEJ4c1zwx3YLuu;5691.73;;;
NodeID-BHsQhBq2NYN4YYB9t9VxoxcL2xkCD4zPj;5678.06;;;
NodeID-JD7uY4kjDwkxg51NANXzpFXgnaB6W1PdC;5543.81;;;
INNDO Capital / SpaceMining;5508.23;;;
Mahof;5425.59;;;
NodeID-JYoS8akGmcoeLq4kxpxfsPJxwi3UWeXu2;5350;;;
UrsaMajor;5334.57;;;
NodeID-Q56Zem6SxLJf3TcKi93516MYLhyB5C98Z;5304.85;;;
Tessier-Ashpool SA / Villa Straylight;5288.77;;;
NodeID-9NEeo3Ayq5qGodBbMZ1gdCQ4bmGH59BBo;5263;;;
Allnodes / Agile Cricket;5259.25;;;
NodeID-LqLgyDEyMbd1uXfRa6kf8EPjnRhpF4KCF;5235.81;;;
NodeID-BvhXwyXbkzW2QhYj9AuJFFGhG2teVxiP;5230.53;;;
METHEUS / Ebisen;5226.79;;;
NodeID-EEipCNkeRgfvwiDHbaBdQ2WeRnsRVSH7P;5223;;;
Cadabra / Pascoa;5215;;;
NodeID-JCT5WWZVaKqcMNDXuuYm3Gpgah9TpKevV;5192.57;;;
NodeID-6HMVzsEJDtspxznVTYNLpj7ypJNZ5osBe;5161.62;;;
NodeID-6UMb71Emubx62ZEsNBPhhuEzZdqgGpKZY;5135.14;;;
NodeID-F3b5mj8PWnMP53hFbfGNxkiXpbK6tPyDU;5130;;;
NodeID-6pShVkG6mZsinZNWZr48xvQSuSnmnyh5o;5071.68;;;
NodeID-3ViTS5vVn4uLoQQ5d7Qs8mF5eYvgQcLQe;5031.13;;;
NodeID-NtDMBzQGPnp7suCbyCMcdE2CFU4JXcvwX;5031.04;;;
NodeID-2EH9c6NwjHLZLWC2Ah3vekv3XUwcup62L;5027.7;;;
NodeID-K1JfVJnvPQ9ThN4FUqU2iyAQywjx1Gf5K;5025;;;
NodeID-4BQYSFMqtFcjNgwS1bQgLnzvoKqqMx18E;5021;;;
NodeID-MosoWEmvVk76rDa6bthAW6sTMayUhzXdm;5016.72;;;
Allnodes / Small Shrew;5000;;;
NodeID-9bmxQyFJCrENbZgmMdy6xXorVN1RL5qWY;4996.92;;;
Defi Kingdoms / Shavas;4916.91;;;
NodeID-BvDJUkrDJotTxgZi96zsEe6iYQBLtz958;4881.27;;;
NodeID-2F2gRAyyVkaNC7jtPzJ4zgcQh64QyMkvx;4836.72;;;
Chorus One / Chorus One Validator 2;4808.14;;;
NodeID-ENVLrMxGASHtaUzByLn6yHghemACa8Q62;4806.71;;;
NodeID-8dVis8Q9RyoU7fRamF6VhcCksGwCnATFG;4804;;;
NodeID-sAyLfHTC8ZQRn5HtfjNKxXDbnZTaJUqa;4793.22;;;
NodeID-2VxFgkcv8MAcLCNSDsr7niAp4LBcvta3Z;4785.98;;;
NodeID-FapbxinG8eCCXzZQKCjxicKcXijmnKzD3;4763.84;;;
NodeID-Bw6s9DYKi2V9jRqNmaheGGg2Wz2Dv7DQo;4753.27;;;
NodeID-duaNgYtghtCRzj2rkiRDDs51BPX8CCjn;4750;;;
Guardians / ChainGuardians;4724.2;;;
NodeID-2sspVTzGYqTkeiQeBsdFKv57gWpLg6Efg;4703.4;;;
selcuk;4700;;;
HEREDOT;4685.98;;;
NodeID-DvCdC1yWp8a9NNLBR7agvTV4YNmJY7zb4;4683.59;;;
NodeID-AoU4gTzEVKVmopKx7s9hKXBbQ14VYyAcc;4634.37;;;
NodeID-J1CD2Nw1eX7iNUVw3iXjFJkUgrSm9qbm6;4626;;;
P-OPS Team;4618.23;;;
NodeID-CDWH8BqQQiA9FahuipLr3dA7HweYuQzfD;4599.09;;;
METHEUS / Donuts;4582.01;;;
NodeID-GujHWE263qNN3MjEYhEeAQdPpQdhHquLJ;4537.11;;;
Allnodes / Strong Octopus;4526.61;;;
NodeID-MvfTRb81PAx9AHYxbz5xACaoG84PM7YQe;4525;;;
NodeID-E9cBEoCDBGi6qFGcW6bfFoyhWpq6Vc57Q;4511.78;;;
skullz.city / Skullz City Nodez 01;4504.05;;;
NodeID-CY9BmJwkVatHX86Pt3Fkxts1QoKTovyAs;4500;;;
NodeID-3apJBgXVGfU3LPcjzt17QVAmrJTgjDRMJ;4498.58;;;
Cadabra / Natal;4484.19;;;
NodeID-NZv6zL77VMYdBmbYMjzn4iikP3MURsv8F;4461.49;;;
NodeID-m5iBK4pXKKqjoz3s7dKeDAM32nyh79uo;4450;;;
NodeID-L3SyWrZH6uorqgExkkmGuXPx9neqELqXA;4449.45;;;
NodeID-2jnJ9jJrW2EULmCCNnZz88HHCAQYo1Bja;4427.8;;;
Laurent / [PARIS];4383.33;;;
NodeID-8JYJVijgzBsSTK5EUsXitrMEYNGkqeba5;4366.15;;;
NodeID-6LQ4bFtUPfyVqPvrq7iJvZQxwHfiuefD9;4358;;;
NodeID-4UUMEwzjxYMddS6nqMCNYxy5oCVyH2Pzf;4341.62;;;
Avatlon.net;4335.3;;;
NodeID-ANQn6yF5HqoipSTWowYpMjyiHifhewv5y;4334.04;;;
NodeID-AQ7LhoqqTig7NL45vidnpTyQ9p7vFLPCd;4301.52;;;
NodeID-BmKvEFG1hXNQ52rPBTXwQ3ZxEmcCmxXZx;4238.37;;;
NodeID-CgXPRNG5FeVSz8qC31u5UDpZ51pJ2mN2X;4236.95;;;
NodeID-DpwJ1uaLSpSqKu8ZTa7XpmFp5BuBYN4Ns;4227.09;;;
Dominant Eel;4205.16;;;
NodeID-9eA69GtUJFRrkUfCLz2DjSaWQsxssfz1n;4204.67;;;
NodeID-3o5ejvitEcvsGfrrPvKroAihP4pRy2aoU;4201.47;;;
Codechiper;4200;;;
Allnodes / Graceful Parrot;4186.64;;;
stake2earn.com / alexDcrypto - stake2earn;4159.36;;;
NodeID-7KKSDmFVJ4YXsdcnxjDnV4girXR32yRni;4138.75;;;
NodeID-PczCXQXPxNgeKy3P4jtAt1ycvrjvghVw1;4130.01;;;
NodeID-32JAXT6PVdHqpvDuXXHfWrFLXg8oZGqiv;4097.55;;;
NodeID-FbShYzQde1YRoYRggGVSt471cjyouGyq2;4088.49;;;
NodeID-GKBykzpxeALzYee1fGQjFn6oZiA18W26m;4065.66;;;
NodeID-GW7CvXwkPFDsfFHrix1SA148NHF5ZnSXs;4064.88;;;
NodeID-GimK8MrGCsx1yy1rM8gAmsjkhjYshLNDh;4035;;;
NodeID-3d9Tivs87ZYmGUJR1WmaxSgdUTiYALvGC;4035;;;
NodeID-313smMDWYEfxUK9VJsyiSRd6hs9kbGRf3;4022.3;;;
NodeID-NRaiD1wfnZR1RwTv5tK3u2A2XwB1o6XeR;4010;;;
NodeID-MEXRioEnwqJ2UueEYGKC8XiEDYdWpzk4A;4000.71;;;
Allnodes / Shifty Coati;4000;;;
NodeID-LKbxWKUAE7s5dtGWhm4Cr8hsosDxLsNzu;3982.48;;;
NodeID-NCVrEpmYjJBHqj9vx9r5usFiMd1PooCfZ;3980.35;;;
NodeID-NxzZe138M8B3MQh7N9u4qetqMS5ViAgqV;3973.77;;;
